indvdID,siteID,taxonID,scientificName,taxonRank,utmZone,nlcdClass,elevation,growthForm,plantStatus,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,canopyPosition
MLBS01251,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1166.12,single bole tree,Standing dead,37.9,12.8,NA,NA,NA
MLBS01210,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1167.78,single bole tree,Live,19.4,16,NA,NA,NA
MLBS01199,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1167.78,single bole tree,Live,19.6,17.6,NA,NA,NA
MLBS01191,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1167.78,single bole tree,Live,26.1,18.4,NA,NA,NA
MLBS01206,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1167.78,single bole tree,Live,20.1,16.8,NA,NA,NA
MLBS01367,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.32,single bole tree,Live,26.2,19.1,NA,NA,NA
MLBS01312,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.25,single bole tree,Live,28.6,19.6,NA,NA,NA
MLBS01323,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.25,single bole tree,Live,37.9,21.8,NA,NA,NA
MLBS01301,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.25,single bole tree,Live,32.3,12.7,NA,NA,NA
MLBS01316,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.25,single bole tree,Live,34.9,20.1,NA,NA,NA
MLBS01596,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1241.81,single bole tree,"Live, insect damaged",50.4,15.5,11.2,8.6,Full sun
MLBS01528,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1179.85,single bole tree,Live,44.9,17.7,8.8,7.7,Full sun
MLBS01722,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1267.66,single bole tree,Standing dead,15.2,13.7,0.6,0.4,Partially shaded
MLBS01720,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1267.66,single bole tree,"Live, insect damaged",19.2,14.1,4.2,3,Partially shaded
MLBS01718,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1267.66,single bole tree,"Live, insect damaged",22.3,16.1,5.3,3.5,Partially shaded
MLBS01833,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,810.15,single bole tree,Live,52,26.1,15.9,15.8,Full sun
MLBS01850,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,807.66,single bole tree,Live,19.2,22,8.5,4.7,Mostly shaded
MLBS01849,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,807.66,single bole tree,Live,17,18.1,8.7,3,Mostly shaded
MLBS01770,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,897.62,single bole tree,Live,33.2,26.6,11.2,10.5,Partially shaded
MLBS01759,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,897.62,single bole tree,Live,42.2,28.3,14.9,9.6,Full sun
MLBS01847,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,807.66,single bole tree,Live,36.3,26.8,11.3,10.2,Partially shaded
MLBS01848,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,807.66,single bole tree,Live,39.5,27,10.3,10,Partially shaded
MLBS01772,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,897.62,single bole tree,Live,36.5,26.4,14.7,9.3,Full sun
MLBS01889,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,780.97,single bole tree,Live,23.8,20.5,7.7,6.9,Partially shaded
MLBS01887,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,780.97,single bole tree,Live,31,23,10.8,5.5,Partially shaded
MLBS01891,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,780.17,single bole tree,Live,29.6,21.5,11.6,9.7,Partially shaded
MLBS01892,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,780.17,single bole tree,"Live, physically damaged",25.7,21.6,8.9,5,Partially shaded
MLBS01884,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,778.47,single bole tree,Live,30.8,23.2,11.2,10.8,Partially shaded
MLBS01888,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,780.97,single bole tree,Live,34.9,21.8,11.4,8.8,Partially shaded
MLBS01908,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",26.5,21.5,7.6,7.4,Full sun
MLBS01912,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",26.7,23.8,9.2,7.1,Full sun
MLBS01919,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",31,23.4,9.5,9,Full sun
MLBS01926,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",33.5,23.8,10.5,8.8,Full sun
MLBS01928,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",21.8,20,6.3,5,Full sun
MLBS01923,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",26.3,21.6,8,6.4,Partially shaded
MLBS01932,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",35.5,23.6,12.5,9.6,Full sun
MLBS01913,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",26.4,22.6,4.4,4.2,Partially shaded
MLBS01907,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",21,21.3,5.5,4.9,Full sun
MLBS01898,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",26.5,23.6,6.8,6.1,Full sun
MLBS01924,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",25,20.7,7.1,6.6,Partially shaded
MLBS01905,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,794.5,single bole tree,Live,33.7,23,9.5,5.3,Full sun
MLBS01943,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1285.2,multi-bole tree,"Live, insect damaged",33.4,14,5.6,5.2,Partially shaded
MLBS02028,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1288.96,multi-bole tree,Live,20.9,9.2,4.9,4.9,Partially shaded
MLBS02038,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1288.96,single bole tree,"Live, insect damaged",17.7,8.7,5.6,3.3,Partially shaded
MLBS01982,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1285.2,single bole tree,"Live, disease damaged",45.2,12,6.3,6,Partially shaded
MLBS01963,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",35.3,13.5,6.5,4.3,Partially shaded
MLBS01944,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",27.8,10.5,5.1,5.1,Mostly shaded
MLBS02261,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,819.79,single bole tree,Live,23.6,22.4,10,9.6,Partially shaded
MLBS02243,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,819.79,multi-bole tree,Standing dead,11.5,14.3,7.5,1.4,Mostly shaded
MLBS02203,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,792.64,single bole tree,Live,30.5,21.7,9.1,8.7,Partially shaded
MLBS02206,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,792.64,single bole tree,Live,33,24.6,15.5,10.3,Partially shaded
MLBS02208,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,792.64,single bole tree,Live,33.1,26,10.7,9.1,Partially shaded
MLBS02271,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,819.79,single bole tree,Live,20.7,17.1,6.4,4.6,Partially shaded
MLBS02366,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,784.88,single bole tree,Live,56.4,28.5,12.8,11.7,Full sun
MLBS02417,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,791.31,single bole tree,Live,42.9,30.7,11.2,10,Full sun
MLBS02412,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,791.31,single bole tree,Live,44.8,29.5,13.9,7.1,Partially shaded
MLBS02415,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,791.31,single bole tree,Live,24.7,21.7,5,4.9,Partially shaded
MLBS00295,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1178.17,single bole tree,Live,23.1,18,NA,NA,NA
MLBS00139,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.1,single bole tree,Live,34.9,15.5,NA,NA,NA
MLBS00198B,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.1,multi-bole tree,Standing dead,12.6,17.2,NA,NA,NA
MLBS00285,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1178.17,multi-bole tree,Live,31.1,17.7,NA,NA,NA
MLBS00544,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.01,single bole tree,Live,31.8,18.4,NA,NA,NA
MLBS00491,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.65,single bole tree,"Live,  other damage",40.7,20.6,NA,NA,NA
MLBS00432,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.68,single bole tree,Standing dead,19.9,15.9,NA,NA,NA
MLBS00433,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.68,single bole tree,"Live, insect damaged",27.6,20.9,NA,NA,NA
MLBS00426,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.68,single bole tree,"Live, insect damaged",35.7,21.2,NA,NA,NA
MLBS00484,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.65,multi-bole tree,"Dead, broken bole",22.8,14.3,NA,NA,NA
MLBS00496,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.65,single bole tree,Live,32.9,20.8,NA,NA,NA
MLBS00483,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.65,single bole tree,Live,32.1,21,NA,NA,NA
MLBS00446,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1175.68,single bole tree,"Live, insect damaged",41.6,22.1,NA,NA,NA
MLBS00670,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1170.24,single bole tree,"Live, insect damaged",48.9,21.5,NA,NA,NA
MLBS00732,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.13,single bole tree,"Live, insect damaged",43.1,19.6,NA,NA,NA
MLBS00798,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1172.84,single bole tree,Live,48.2,21.8,NA,NA,NA
MLBS00847,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",31.9,21.6,NA,NA,NA
MLBS00780,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",46.9,21.7,NA,NA,NA
MLBS01100,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,Live,31.5,22.2,NA,NA,NA
MLBS01116,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,"Live, insect damaged",19.7,19.2,NA,NA,NA
MLBS01082,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,Live,26.1,22.1,NA,NA,NA
MLBS01074,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,Live,35.3,22.7,NA,NA,NA
MLBS01098,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,Live,28.9,19,NA,NA,NA
MLBS01075,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,"Live, insect damaged",18.9,16.1,NA,NA,NA
MLBS01080,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,"Live, insect damaged",54.5,22.8,NA,NA,NA
MLBS01103,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1174.15,single bole tree,Live,54.2,23.2,NA,NA,NA
MLBS01264,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1166.12,single bole tree,Live,18.1,15,NA,NA,NA
MLBS01141,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,Live,44.1,22.1,NA,NA,NA
MLBS01364,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,Live,34,19.7,NA,NA,NA
MLBS01304,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.25,single bole tree,Live,37.6,21.7,NA,NA,NA
MLBS01281,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1171.54,single bole tree,Live,47.8,21.6,NA,NA,NA
MLBS01317A,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.25,multi-bole tree,Live,25.5,22.8,NA,NA,NA
MLBS01372,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,"Live, insect damaged",40.1,19,NA,NA,NA
MLBS01294,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.25,single bole tree,Live,34.6,17.1,NA,NA,NA
MLBS01308,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.25,single bole tree,Live,24,15.2,NA,NA,NA
MLBS01165,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,Live,47.6,20.6,NA,NA,NA
MLBS01133,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,Live,31.3,19.8,NA,NA,NA
MLBS01154,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,Live,42.6,19.1,NA,NA,NA
MLBS01219,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,multi-bole tree,Live,34.5,20.3,NA,NA,NA
MLBS01402,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,"Live, insect damaged",50.4,17.7,NA,NA,NA
MLBS01352,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,"Live, insect damaged",33.3,18.4,NA,NA,NA
MLBS01382,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,"Live, insect damaged",28.9,15.7,NA,NA,NA
MLBS01377,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,Live,25.3,17.1,NA,NA,NA
MLBS01353,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1173.32,single bole tree,"Live, insect damaged",31.7,18.8,NA,NA,NA
MLBS01318,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1169.25,single bole tree,Live,41.6,16,NA,NA,NA
MLBS01219A,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1168.65,multi-bole tree,Live,30.3,20.3,NA,NA,NA
MLBS02232,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,819.79,single bole tree,Live,36,21.5,14.4,10.4,Partially shaded
MLBS02245A,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,819.79,multi-bole tree,Live,29.8,25,11.8,11.6,Full sun
MLBS02241B,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,819.79,multi-bole tree,Standing dead,14.2,25,12,11.4,Partially shaded
MLBS02235,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,819.79,single bole tree,Live,20.5,20.4,8.5,6.3,Partially shaded
MLBS02217,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,819.79,single bole tree,Live,34.8,24.4,11.1,7.5,Partially shaded
MLBS01170,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,Live,31.2,21.6,NA,NA,NA
MLBS01170,MLBS,QUCO2,Quercus coccinea,species,17N,deciduousForest,1167.78,single bole tree,No longer qualifies,31.2,18.6,NA,NA,NA
OSBS06243,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,28,single bole tree,Live,36.3,9.5,11.5,11.4,Full sun
OSBS01352,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,38.56,single bole tree,Live,15.1,7.2,5.2,4,Full sun
OSBS01909,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,19,13.3,3.4,2.2,NA
OSBS01558,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,24.3,13,6.4,3.5,Full sun
OSBS01556,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,25,14.1,4.4,3.6,Full sun
OSBS01912,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,"Dead, broken bole",13.7,6.3,NA,NA,NA
OSBS01910,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,24,13.2,6.1,3.1,NA
OSBS01568,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,21.7,13.9,5,1.7,Full sun
OSBS01570,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,19.8,13.3,2.2,1.5,Full sun
OSBS01536,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,36.39,single bole tree,Live,10.1,5.8,3.9,3.1,Partially shaded
OSBS01574,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,20.7,12,5.7,2.8,Full sun
OSBS01906,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,22.6,13.7,4.3,4.2,NA
OSBS01571,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,34.31,single bole tree,Live,18.6,11.9,3.9,2.6,Full sun
OSBS01855,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,31.99,single bole tree,Live,13.5,5.6,7.5,4.1,Partially shaded
OSBS01854,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,31.99,single bole tree,"Live, physically damaged",21,8.8,8.6,7.2,Partially shaded
OSBS03754,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,43.71,single bole tree,"Live,  other damage",21.3,12.5,NA,NA,NA
OSBS03753,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,43.71,single bole tree,"Live,  other damage",22.2,12.8,NA,NA,NA
OSBS03755,OSBS,QUGE2,Quercus geminata Small,species,17N,evergreenForest,43.71,single bole tree,Live,21.9,13.7,NA,NA,NA
OSBS00188,OSBS,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,17N,evergreenForest,33.52,small tree,Live,2.5,3.7,NA,NA,NA
OSBS00191,OSBS,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,17N,evergreenForest,32.67,multi-bole tree,Live,16.5,7.7,5.6,4.4,NA
OSBS06242,OSBS,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,17N,evergreenForest,28,single bole tree,Live,28.4,29,7.5,6.7,Full sun
OSBS01519,OSBS,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,17N,evergreenForest,35.87,single bole tree,Live,12.3,7.8,4.7,3.6,Partially shaded
OSBS01551,OSBS,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,17N,evergreenForest,34.62,single bole tree,Live,43.5,13.5,12.8,11,Full sun
OSBS00114,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,"Live,  other damage",33.1,13.8,NA,NA,NA
OSBS00120,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,"Live,  other damage",30.7,15.2,NA,NA,NA
OSBS00825,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,38.95,single bole tree,"Live,  other damage",10.5,7.4,NA,NA,NA
OSBS00784,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.2,single bole tree,Live,23,9.7,8.8,6,Full sun
OSBS00022,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.64,single bole tree,Standing dead,12.3,6.9,NA,NA,NA
OSBS01921,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,34.31,single bole tree,Live,17,13.4,2.3,2.3,NA
OSBS01911,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,34.31,single bole tree,Live,10,5.2,2.1,2,NA
OSBS01925,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,34.31,single bole tree,Live,18.3,10.9,4.2,2.2,NA
OSBS02136,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,Live,24.4,12.1,NA,NA,NA
OSBS02151,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,"Live,  other damage",20.7,9.1,NA,NA,NA
OSBS02150,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,Live,25.3,10.4,NA,NA,NA
OSBS02069,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.26,small tree,Live,6.1,5,NA,NA,NA
OSBS02147,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,"Live, physically damaged",13.9,6.9,NA,NA,NA
OSBS02152,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.26,single bole tree,Live,12.6,8.1,NA,NA,NA
OSBS02148,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,Live,18.6,8.4,NA,NA,NA
OSBS02056,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.26,small tree,"Live,  other damage",9.5,6.3,NA,NA,NA
OSBS02055,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,Live,10.2,8,NA,NA,NA
OSBS02059,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,small tree,"Live,  other damage",9.7,6.5,NA,NA,NA
OSBS02149,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.63,single bole tree,"Live,  other damage",21,11,NA,NA,NA
OSBS02060,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.26,small tree,"Live,  other damage",3.3,6.8,NA,NA,NA
OSBS02060,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.26,small tree,"Live,  other damage",9.9,6.8,NA,NA,NA
OSBS02140,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.29,single bole tree,Live,19.9,9.3,NA,NA,NA
OSBS02703,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,46.36,single bole tree,Live,16.8,8.8,NA,NA,NA
OSBS02702,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,46.36,single bole tree,Live,23.6,7.4,NA,NA,NA
OSBS03009,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.05,single bole tree,"Live,  other damage",27.3,11.1,NA,NA,NA
OSBS02969,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,42.15,single bole tree,Standing dead,21.7,9.9,NA,NA,NA
OSBS02969,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,42.15,single bole tree,Standing dead,21.7,9.9,NA,NA,NA
OSBS03094,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.05,small tree,Live,8.5,7.2,NA,NA,NA
OSBS02980,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,41.36,single bole tree,Standing dead,19,7,NA,NA,NA
OSBS02980,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,41.36,single bole tree,Standing dead,19,7,NA,NA,NA
OSBS02312,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,42.25,single bole tree,Standing dead,17.4,11.8,NA,NA,NA
OSBS02312,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,42.25,single bole tree,Standing dead,17.4,11.8,NA,NA,NA
OSBS03060,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,46.03,single bole tree,Live,12.7,9,NA,NA,NA
OSBS02984,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,41.36,single bole tree,Standing dead,17.5,12,NA,NA,NA
OSBS02984,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,41.36,single bole tree,Standing dead,17.5,12,NA,NA,NA
OSBS03072,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.49,single bole tree,Live,15.2,10.7,NA,NA,NA
OSBS02223,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,42.96,single bole tree,Live,26.2,12.1,NA,NA,NA
OSBS03427,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,19.3,8.7,NA,NA,NA
OSBS03427,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,19.3,8.7,NA,NA,NA
OSBS03428,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,11.6,4.5,NA,NA,NA
OSBS03428,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,11.6,4.5,NA,NA,NA
OSBS03397,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.22,single bole tree,"Live, physically damaged",26.2,12.3,NA,NA,NA
OSBS03397,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.22,single bole tree,"Live, physically damaged",26.2,12.3,NA,NA,NA
OSBS03387,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,15.5,10.1,NA,NA,NA
OSBS03387,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,15.5,10.1,NA,NA,NA
OSBS03382,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,12.3,8.6,NA,NA,NA
OSBS03382,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,12.3,8.6,NA,NA,NA
OSBS03389,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.22,single bole tree,Live,13.8,10.7,NA,NA,NA
OSBS03389,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,45.22,single bole tree,Live,13.8,10.7,NA,NA,NA
OSBS03384,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,"Live, physically damaged",30.8,12.2,NA,NA,NA
OSBS03384,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,"Live, physically damaged",30.8,12.2,NA,NA,NA
OSBS03425,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,19.3,12.8,NA,NA,NA
OSBS03425,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,44.22,single bole tree,Live,19.3,12.8,NA,NA,NA
OSBS03377,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,49.21,single bole tree,"Live, broken bole",29.9,6.4,NA,NA,NA
OSBS03377,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,49.21,single bole tree,"Live, broken bole",29.9,6.4,NA,NA,NA
OSBS06013,OSBS,QULA2,Quercus laevis Walter,species,17N,evergreenForest,46.23,single bole tree,Live,14.7,6.9,NA,NA,NA
